dataset_id,site_name,site_property,value
ANBG_2019,site_at_-36.5492_degS_and_141.6472_degE,latitude (deg),-36.5492
ANBG_2019,site_at_-36.5492_degS_and_141.6472_degE,longitude (deg),141.6472
ANBG_2019,site_at_-36.5492_degS_and_141.6472_degE,collector,"McAuliffe, J."
ANBG_2019,site_at_-36.5492_degS_and_141.6472_degE,locality,24.7 km north of Gymbowen. Along the Nhill-Harrow rd heading toward Nhill. Little Desert NP.
ANBG_2019,site_at_-36.5494_degS_and_141.5444_degE,latitude (deg),-36.5494
ANBG_2019,site_at_-36.5494_degS_and_141.5444_degE,longitude (deg),141.5444
ANBG_2019,site_at_-36.5494_degS_and_141.5444_degE,collector,"Marges, J.D."
ANBG_2019,site_at_-36.5494_degS_and_141.5444_degE,locality,"3.4 km N of the McDonald Highway and Stans Camp Track, on Stans Camp Track."
ANBG_2019,site_at_-36.5497_degS_and_140.9872_degE,latitude (deg),-36.5497
ANBG_2019,site_at_-36.5497_degS_and_140.9872_degE,longitude (deg),140.9872
ANBG_2019,site_at_-36.5497_degS_and_140.9872_degE,collector,"McAuliffe, J."
ANBG_2019,site_at_-36.5497_degS_and_140.9872_degE,locality,6.9 km north from the crossroads of  the east-west track and Moffat track. Along the Moffat track heading towards Serviceton. Little Desert National Park.
ANBG_2019,site_at_-36.5592_degS_and_141.6483_degE,latitude (deg),-36.5592
ANBG_2019,site_at_-36.5592_degS_and_141.6483_degE,longitude (deg),141.6483
ANBG_2019,site_at_-36.5592_degS_and_141.6483_degE,collector,"McAuliffe, J."
ANBG_2019,site_at_-36.5592_degS_and_141.6483_degE,locality,25.8 km north of Gymbowen. Along the Nhill-Harrow road heading toward Nhill. Little Desert National Park.
ANBG_2019,site_at_-36.565_degS_and_141.2853_degE,latitude (deg),-36.565
ANBG_2019,site_at_-36.565_degS_and_141.2853_degE,longitude (deg),141.2853
ANBG_2019,site_at_-36.565_degS_and_141.2853_degE,collector,"McAuliffe, J."
ANBG_2019,site_at_-36.565_degS_and_141.2853_degE,locality,5.1 km from the junction of Kaniva-Edenhope road and McDonald Hwy. Heading east along the McDonald Hwy toward the Nhill-Harrow road. Little Desert National Park.
ANBG_2019,site_at_-36.5742_degS_and_141.5586_degE,latitude (deg),-36.5742
ANBG_2019,site_at_-36.5742_degS_and_141.5586_degE,longitude (deg),141.5586
ANBG_2019,site_at_-36.5742_degS_and_141.5586_degE,collector,"Marges, J.D."
ANBG_2019,site_at_-36.5742_degS_and_141.5586_degE,locality,"0.3 km N of the Stand Camp Track and McDonnell Highway junction, on Stans Camp Track."
ANBG_2019,site_at_-36.5983_degS_and_141.3758_degE,latitude (deg),-36.5983
ANBG_2019,site_at_-36.5983_degS_and_141.3758_degE,longitude (deg),141.3758
ANBG_2019,site_at_-36.5983_degS_and_141.3758_degE,collector,"Marges, J.D."
ANBG_2019,site_at_-36.5983_degS_and_141.3758_degE,locality,"900 m E from the junction of Sambella Lane and Sisters Track, on Sisters Track."
ANBG_2019,site_at_-36.6_degS_and_142.0167_degE,latitude (deg),-36.6
ANBG_2019,site_at_-36.6_degS_and_142.0167_degE,longitude (deg),142.0167
ANBG_2019,site_at_-36.6_degS_and_142.0167_degE,collector,"Lyne, A.M."
ANBG_2019,site_at_-36.6_degS_and_142.0167_degE,locality,"The Grampians (Gariwerd) National Park, c. 3 km along Serra Road from its junction with the Glenelg River Road."
ANBG_2019,site_at_-36.6_degS_and_149.45_degE,latitude (deg),-36.6
ANBG_2019,site_at_-36.6_degS_and_149.45_degE,longitude (deg),149.45
ANBG_2019,site_at_-36.6_degS_and_149.45_degE,collector,"Jackson, R."
ANBG_2019,site_at_-36.6_degS_and_149.45_degE,locality,22.8 km E of Nimmitabel Post Office towards Bemboka; 50 m N of road.
ANBG_2019,site_at_-36.6014_degS_and_141.3653_degE,latitude (deg),-36.6014
ANBG_2019,site_at_-36.6014_degS_and_141.3653_degE,longitude (deg),141.3653
ANBG_2019,site_at_-36.6014_degS_and_141.3653_degE,collector,"McAuliffe, J."
ANBG_2019,site_at_-36.6014_degS_and_141.3653_degE,locality,15.4 km north of the Natimuk-Frances rd and Sambles rd junction west of Goroke. Along the Sambles rd toward Mt Turner at Sisters Hill turnoff. Little Desert NP.
ANBG_2019,site_at_-36.6083_degS_and_141.7978_degE,latitude (deg),-36.6083
ANBG_2019,site_at_-36.6083_degS_and_141.7978_degE,longitude (deg),141.7978
ANBG_2019,site_at_-36.6083_degS_and_141.7978_degE,collector,"Lyne, A.M."
ANBG_2019,site_at_-36.6083_degS_and_141.7978_degE,locality,"Little Desert National Park, Salt Lake Track, c. 17 km NNW of Mt Arapiles."
ANBG_2019,site_at_-36.6133_degS_and_141.1019_degE,latitude (deg),-36.6133
ANBG_2019,site_at_-36.6133_degS_and_141.1019_degE,longitude (deg),141.1019
ANBG_2019,site_at_-36.6133_degS_and_141.1019_degE,collector,"McAuliffe, J."
ANBG_2019,site_at_-36.6133_degS_and_141.1019_degE,locality,15.4 km along the east-west track heading west towards the SA-Vic. border. Little Desert National Park.
ANBG_2019,site_at_-36.6147_degS_and_141.1267_degE,latitude (deg),-36.6147
ANBG_2019,site_at_-36.6147_degS_and_141.1267_degE,longitude (deg),141.1267
ANBG_2019,site_at_-36.6147_degS_and_141.1267_degE,collector,"McAuliffe, J."
ANBG_2019,site_at_-36.6147_degS_and_141.1267_degE,locality,13 km along the east-west track heading west towards the SA-Victorian border. Little Desert National Park.
ANBG_2019,site_at_-36.6161_degS_and_141.1497_degE,latitude (deg),-36.6161
ANBG_2019,site_at_-36.6161_degS_and_141.1497_degE,longitude (deg),141.1497
ANBG_2019,site_at_-36.6161_degS_and_141.1497_degE,collector,"McAuliffe, J."
ANBG_2019,site_at_-36.6161_degS_and_141.1497_degE,locality,At the crossroads of the east-west track and Jacobs track. 11 km along the east-west track heading west towards the SA-Vic. border.
ANBG_2019,site_at_-36.6167_degS_and_149.7167_degE,latitude (deg),-36.6167
ANBG_2019,site_at_-36.6167_degS_and_149.7167_degE,longitude (deg),149.7167
ANBG_2019,site_at_-36.6167_degS_and_149.7167_degE,collector,"McAuliffe, J."
ANBG_2019,site_at_-36.6167_degS_and_149.7167_degE,locality,3.5 km before Numbugga Road from Nimmitabel.
ANBG_2019,site_at_-36.6186_degS_and_141.7831_degE,latitude (deg),-36.6186
ANBG_2019,site_at_-36.6186_degS_and_141.7831_degE,longitude (deg),141.7831
ANBG_2019,site_at_-36.6186_degS_and_141.7831_degE,collector,"Lyne, A.M."
ANBG_2019,site_at_-36.6186_degS_and_141.7831_degE,locality,"Little Desert National Park, c. 15.5 km NNE of Mt Arapiles."
ANBG_2019,site_at_-36.6281_degS_and_141.385_degE,latitude (deg),-36.6281
ANBG_2019,site_at_-36.6281_degS_and_141.385_degE,longitude (deg),141.385
ANBG_2019,site_at_-36.6281_degS_and_141.385_degE,collector,"McAuliffe, J."
ANBG_2019,site_at_-36.6281_degS_and_141.385_degE,locality,11.9 km north of the Natimuk-Frances rd and Sambles rd junction west of Goroke.  Along the Sambles rd toward Mt Turner.  Little Desert NP.
ANBG_2019,site_at_-36.665_degS_and_149.9092_degE,latitude (deg),-36.665
ANBG_2019,site_at_-36.665_degS_and_149.9092_degE,longitude (deg),149.9092
ANBG_2019,site_at_-36.665_degS_and_149.9092_degE,collector,"Hearder, E."
ANBG_2019,site_at_-36.665_degS_and_149.9092_degE,locality,"Dr George Mountain, overlooking Bega."
ANBG_2019,site_at_-36.6653_degS_and_141.9311_degE,latitude (deg),-36.6653
ANBG_2019,site_at_-36.6653_degS_and_141.9311_degE,longitude (deg),141.9311
ANBG_2019,site_at_-36.6653_degS_and_141.9311_degE,collector,"McAuliffe, J."
ANBG_2019,site_at_-36.6653_degS_and_141.9311_degE,locality,"Wimmera District Lake Road, c. 200 m S of Meyers Road, 8 km due N from Natimuk. E side of road (from voucher MEL 2275861)."
ANBG_2019,site_at_-36.7_degS_and_146.8167_degE,latitude (deg),-36.7
ANBG_2019,site_at_-36.7_degS_and_146.8167_degE,longitude (deg),146.8167
ANBG_2019,site_at_-36.7_degS_and_146.8167_degE,collector,ANBG
ANBG_2019,site_at_-36.7_degS_and_146.8167_degE,locality,"Mt Buffalo tourist road, Mackeys Lookout, adjacent to road edge."
ANBG_2019,site_at_-36.7333_degS_and_146.7667_degE,latitude (deg),-36.7333
ANBG_2019,site_at_-36.7333_degS_and_146.7667_degE,longitude (deg),146.7667
ANBG_2019,site_at_-36.7333_degS_and_146.7667_degE,collector,"Cayzer, L.W."
ANBG_2019,site_at_-36.7333_degS_and_146.7667_degE,locality,"Alpine National Park, Mt Buffalo, access trail to Stanley Rocks, 2-3 m SSE of Stanley Rocks sign on path, either side."
ANBG_2019,site_at_-36.7333_degS_and_149.9667_degE,latitude (deg),-36.7333
ANBG_2019,site_at_-36.7333_degS_and_149.9667_degE,longitude (deg),149.9667
ANBG_2019,site_at_-36.7333_degS_and_149.9667_degE,collector,"Donaldson, S."
ANBG_2019,site_at_-36.7333_degS_and_149.9667_degE,locality,"Snowy Mountains Highway, Evans Hill, 2.2 km W of Tathra Pub."
ANBG_2019,site_at_-36.75_degS_and_147.1667_degE,latitude (deg),-36.75
ANBG_2019,site_at_-36.75_degS_and_147.1667_degE,longitude (deg),147.1667
ANBG_2019,site_at_-36.75_degS_and_147.1667_degE,collector,"Cayzer, L.W."
ANBG_2019,site_at_-36.75_degS_and_147.1667_degE,locality,"Alpine National Park, Kiewa Valley, Mountain Creek Road, Peppermint Walk, 200 m above creek on NW-facing hill, left-hand side of path."
ANBG_2019,site_at_-36.7522_degS_and_149.435_degE,latitude (deg),-36.7522
ANBG_2019,site_at_-36.7522_degS_and_149.435_degE,longitude (deg),149.435
ANBG_2019,site_at_-36.7522_degS_and_149.435_degE,collector,"Guja, L.K."
ANBG_2019,site_at_-36.7522_degS_and_149.435_degE,locality,"South East Forests National Park New Line Road, Nunnock or Dragon Swamp."
ANBG_2019,site_at_-36.765_degS_and_149.4381_degE,latitude (deg),-36.765
ANBG_2019,site_at_-36.765_degS_and_149.4381_degE,longitude (deg),149.4381
ANBG_2019,site_at_-36.765_degS_and_149.4381_degE,collector,"North, T.G."
ANBG_2019,site_at_-36.765_degS_and_149.4381_degE,locality,"South East Forest National Park; New Line Road, c. 5 km N from junction with Tantawangalo Mountain Road."
ANBG_2019,site_at_-36.8425_degS_and_149.4914_degE,latitude (deg),-36.8425
ANBG_2019,site_at_-36.8425_degS_and_149.4914_degE,longitude (deg),149.4914
ANBG_2019,site_at_-36.8425_degS_and_149.4914_degE,collector,"North, T.G."
ANBG_2019,site_at_-36.8425_degS_and_149.4914_degE,locality,9.8 km east of Cathcart on Pambula road (Mt Darragh Road).
ANBG_2019,site_at_-36.8917_degS_and_147.1375_degE,latitude (deg),-36.8917
ANBG_2019,site_at_-36.8917_degS_and_147.1375_degE,longitude (deg),147.1375
ANBG_2019,site_at_-36.8917_degS_and_147.1375_degE,collector,"Donaldson, S."
ANBG_2019,site_at_-36.8917_degS_and_147.1375_degE,locality,"Mount Feathertop, North Peak."
ANBG_2019,site_at_-36.895_degS_and_149.905_degE,latitude (deg),-36.895
ANBG_2019,site_at_-36.895_degS_and_149.905_degE,longitude (deg),149.905
ANBG_2019,site_at_-36.895_degS_and_149.905_degE,collector,"Percival, J.L."
ANBG_2019,site_at_-36.895_degS_and_149.905_degE,locality,Merimbula; on the walking track along N shore of Merimbula Lake between Bodalla Place and Merimbula bridge (town centre) on Market Street.
ANBG_2019,site_at_-36.8953_degS_and_149.9019_degE,latitude (deg),-36.8953
ANBG_2019,site_at_-36.8953_degS_and_149.9019_degE,longitude (deg),149.9019
ANBG_2019,site_at_-36.8953_degS_and_149.9019_degE,collector,"Percival, J.L."
ANBG_2019,site_at_-36.8953_degS_and_149.9019_degE,locality,"Merimbula; at the top of reserve above Merimbula boardwalk on N shore of lake, back of number 30 Tantawangalo Street."
ANBG_2019,site_at_-36.9119_degS_and_149.7922_degE,latitude (deg),-36.9119
ANBG_2019,site_at_-36.9119_degS_and_149.7922_degE,longitude (deg),149.7922
ANBG_2019,site_at_-36.9119_degS_and_149.7922_degE,collector,"Percival, J.L."
ANBG_2019,site_at_-36.9119_degS_and_149.7922_degE,locality,"Pambula River Travelling Stock Reserve on Mount Darragh Road 9.5 km by road W from Princes Highway intersection, c. 55 m N from entrance gate. S end of suckering stand."
ANBG_2019,site_at_-36.9119_degS_and_149.7925_degE,latitude (deg),-36.9119
ANBG_2019,site_at_-36.9119_degS_and_149.7925_degE,longitude (deg),149.7925
ANBG_2019,site_at_-36.9119_degS_and_149.7925_degE,collector,"Percival, J.L."
ANBG_2019,site_at_-36.9119_degS_and_149.7925_degE,locality,"Pambula River Travelling Stock Reserve on Mount Darragh Road 9.5 km by road W from Princes Highway intersection, c. 55 m N from entrance gate. S end of suckering stand, c. 1 m NE from J.L.Percival 316."
ANBG_2019,site_at_-36.9194_degS_and_147.125_degE,latitude (deg),-36.9194
ANBG_2019,site_at_-36.9194_degS_and_147.125_degE,longitude (deg),147.125
ANBG_2019,site_at_-36.9194_degS_and_147.125_degE,collector,"Donaldson, S."
ANBG_2019,site_at_-36.9194_degS_and_147.125_degE,locality,"Twin Knobs, Mount Feathertop Track."
ANBG_2019,site_at_-36.9267_degS_and_149.7581_degE,latitude (deg),-36.9267
ANBG_2019,site_at_-36.9267_degS_and_149.7581_degE,longitude (deg),149.7581
ANBG_2019,site_at_-36.9267_degS_and_149.7581_degE,collector,"North, T.G."
ANBG_2019,site_at_-36.9267_degS_and_149.7581_degE,locality,Lochiel; Box Hill Station; 1.2 km SW of Mt Darragh Road junction with Box Range Road.
ANBG_2019,site_at_-36.9383_degS_and_149.3178_degE,latitude (deg),-36.9383
ANBG_2019,site_at_-36.9383_degS_and_149.3178_degE,longitude (deg),149.3178
ANBG_2019,site_at_-36.9383_degS_and_149.3178_degE,collector,"Henery, M.L."
ANBG_2019,site_at_-36.9383_degS_and_149.3178_degE,locality,"Coolumbooka Nature Reserve. Fire break on northern edge of central section of the reserve, 1.5 km W of intersectio of Heath Road and Bucky Springs Road."
ANBG_2019,site_at_-36.9475_degS_and_149.8156_degE,latitude (deg),-36.9475
ANBG_2019,site_at_-36.9475_degS_and_149.8156_degE,longitude (deg),149.8156
ANBG_2019,site_at_-36.9475_degS_and_149.8156_degE,collector,"North, T.G."
ANBG_2019,site_at_-36.9475_degS_and_149.8156_degE,locality,Lochiel; 471 Mt Darragh Road; 300 m SE of junction of Mt Darragh Road and Back Creek Road.
ANBG_2019,site_at_-36.9478_degS_and_149.8153_degE,latitude (deg),-36.9478
ANBG_2019,site_at_-36.9478_degS_and_149.8153_degE,longitude (deg),149.8153
ANBG_2019,site_at_-36.9478_degS_and_149.8153_degE,collector,"North, T.G."
ANBG_2019,site_at_-36.9478_degS_and_149.8153_degE,locality,Lochiel; 471 Mt Darragh Road; 300 m SE of junction of Mt Darragh Road and Back Creek Road.
ANBG_2019,site_at_-36.9533_degS_and_149.28_degE,latitude (deg),-36.9533
ANBG_2019,site_at_-36.9533_degS_and_149.28_degE,longitude (deg),149.28
ANBG_2019,site_at_-36.9533_degS_and_149.28_degE,collector,"Henery, M.L."
ANBG_2019,site_at_-36.9533_degS_and_149.28_degE,locality,"Coolumbooka Nature Reserve, southen section. Located 1 km S along fire break running along western edge of pine plantation from Bucky Springs road, where it meets northern edge of reserve."
ANBG_2019,site_at_-36.9639_degS_and_147.1583_degE,latitude (deg),-36.9639
ANBG_2019,site_at_-36.9639_degS_and_147.1583_degE,longitude (deg),147.1583
ANBG_2019,site_at_-36.9639_degS_and_147.1583_degE,collector,"Donaldson, S."
ANBG_2019,site_at_-36.9639_degS_and_147.1583_degE,locality,c. 500 m SSE of Mt Loch.
ANBG_2019,site_at_-37.0553_degS_and_148.0772_degE,latitude (deg),-37.0553
ANBG_2019,site_at_-37.0553_degS_and_148.0772_degE,longitude (deg),148.0772
ANBG_2019,site_at_-37.0553_degS_and_148.0772_degE,collector,"Cayzer, L.W."
ANBG_2019,site_at_-37.0553_degS_and_148.0772_degE,locality,"Nunniong Plateau, 50 m from Brumby Point."
ANBG_2019,site_at_-37.0569_degS_and_149.6944_degE,latitude (deg),-37.0569
ANBG_2019,site_at_-37.0569_degS_and_149.6944_degE,longitude (deg),149.6944
ANBG_2019,site_at_-37.0569_degS_and_149.6944_degE,collector,"Nightingale, M.E."
ANBG_2019,site_at_-37.0569_degS_and_149.6944_degE,locality,"Lot 450 (private property), 3 km almost due N of river crossing at Towamba, near Mitchell Creek / Stoney Creek Fire Trail."
ANBG_2019,site_at_-37.0833_degS_and_142.1167_degE,latitude (deg),-37.0833
ANBG_2019,site_at_-37.0833_degS_and_142.1167_degE,longitude (deg),142.1167
ANBG_2019,site_at_-37.0833_degS_and_142.1167_degE,collector,"Canning, E.M."
ANBG_2019,site_at_-37.0833_degS_and_142.1167_degE,locality,"Black Range; c. 9.8 km from Cherrypool, along Black Range Road."
ANBG_2019,site_at_-37.1667_degS_and_139.7833_degE,latitude (deg),-37.1667
ANBG_2019,site_at_-37.1667_degS_and_139.7833_degE,longitude (deg),139.7833
ANBG_2019,site_at_-37.1667_degS_and_139.7833_degE,collector,"Crisp, M.D."
ANBG_2019,site_at_-37.1667_degS_and_139.7833_degE,locality,3 km from Robe along rd to Nora Creina Bay.
ANBG_2019,site_at_-37.1667_degS_and_147.3667_degE,latitude (deg),-37.1667
ANBG_2019,site_at_-37.1667_degS_and_147.3667_degE,longitude (deg),147.3667
ANBG_2019,site_at_-37.1667_degS_and_147.3667_degE,collector,"Briggs, J.D."
ANBG_2019,site_at_-37.1667_degS_and_147.3667_degE,locality,"Spring Creek, Cobungra ca 11 km by track SW of Cobangra Station Homestead; Cobungra is ca 20 km W of Omeo"
ANBG_2019,site_at_-37.1833_degS_and_149.7333_degE,latitude (deg),-37.1833
ANBG_2019,site_at_-37.1833_degS_and_149.7333_degE,longitude (deg),149.7333
ANBG_2019,site_at_-37.1833_degS_and_149.7333_degE,collector,"Carmen, P."
ANBG_2019,site_at_-37.1833_degS_and_149.7333_degE,locality,"Mount Imlay National Park Mount Imlay, NE of Trig, just below top."
ANBG_2019,site_at_-37.3167_degS_and_149.9_degE,latitude (deg),-37.3167
ANBG_2019,site_at_-37.3167_degS_and_149.9_degE,longitude (deg),149.9
ANBG_2019,site_at_-37.3167_degS_and_149.9_degE,collector,"Ganter, W.F."
ANBG_2019,site_at_-37.3167_degS_and_149.9_degE,locality,"Merrica River Ranger Station, near Rangers Hut."
ANBG_2019,site_at_-37.3333_degS_and_141.6667_degE,latitude (deg),-37.3333
ANBG_2019,site_at_-37.3333_degS_and_141.6667_degE,longitude (deg),141.6667
ANBG_2019,site_at_-37.3333_degS_and_141.6667_degE,collector,"Wallace, B.J."
ANBG_2019,site_at_-37.3333_degS_and_141.6667_degE,locality,Murrindindi Falls.
ANBG_2019,site_at_-37.375_degS_and_149.95_degE,latitude (deg),-37.375
ANBG_2019,site_at_-37.375_degS_and_149.95_degE,longitude (deg),149.95
ANBG_2019,site_at_-37.375_degS_and_149.95_degE,collector,"Hearder, E."
ANBG_2019,site_at_-37.375_degS_and_149.95_degE,locality,"Nadgee Nature Reserve, Newtons Beach. 10 km from Rangers Station (by road), 1.5 km down beach track, RHS, N facing cliff."
ANBG_2019,site_at_-37.3833_degS_and_148.35_degE,latitude (deg),-37.3833
ANBG_2019,site_at_-37.3833_degS_and_148.35_degE,longitude (deg),148.35
ANBG_2019,site_at_-37.3833_degS_and_148.35_degE,collector,"Cayzer, L.W."
ANBG_2019,site_at_-37.3833_degS_and_148.35_degE,locality,"CULTIVATED Jenny Vaughans property, East Gippsland."
ANBG_2019,site_at_-37.3994_degS_and_149.8667_degE,latitude (deg),-37.3994
ANBG_2019,site_at_-37.3994_degS_and_149.8667_degE,longitude (deg),149.8667
ANBG_2019,site_at_-37.3994_degS_and_149.8667_degE,collector,"Donaldson, S."
ANBG_2019,site_at_-37.3994_degS_and_149.8667_degE,locality,"Nadgee Nature Reserve. Nadgee Trig, 600 m to the east."
ANBG_2019,site_at_-37.4253_degS_and_149.9511_degE,latitude (deg),-37.4253
ANBG_2019,site_at_-37.4253_degS_and_149.9511_degE,longitude (deg),149.9511
ANBG_2019,site_at_-37.4253_degS_and_149.9511_degE,collector,"Pedersen, S."
ANBG_2019,site_at_-37.4253_degS_and_149.9511_degE,locality,"Nadgee Nature Reserve, western edge of Impressa Moor."
ANBG_2019,site_at_-37.4667_degS_and_146.4167_degE,latitude (deg),-37.4667
ANBG_2019,site_at_-37.4667_degS_and_146.4167_degE,longitude (deg),146.4167
ANBG_2019,site_at_-37.4667_degS_and_146.4167_degE,collector,"Cayzer, L.W."
ANBG_2019,site_at_-37.4667_degS_and_146.4167_degE,locality,"Jamieson-Licola road, 2.3 km S of Mt Skene summit, clearing on high side of road."
ANBG_2019,site_at_-37.6_degS_and_146.5_degE,latitude (deg),-37.6
ANBG_2019,site_at_-37.6_degS_and_146.5_degE,longitude (deg),146.5
ANBG_2019,site_at_-37.6_degS_and_146.5_degE,collector,"Cayzer, L.W."
ANBG_2019,site_at_-37.6_degS_and_146.5_degE,locality,0.5 km past Licola-Heyfield turnoff on Mt Useful spur (South Road).
ANBG_2019,site_at_-37.6333_degS_and_144.5_degE,latitude (deg),-37.6333
ANBG_2019,site_at_-37.6333_degS_and_144.5_degE,longitude (deg),144.5
ANBG_2019,site_at_-37.6333_degS_and_144.5_degE,collector,"Donaldson, S."
ANBG_2019,site_at_-37.6333_degS_and_144.5_degE,locality,Merrimu reserve
ANBG_2019,site_at_-37.8_degS_and_144.95_degE,latitude (deg),-37.8
ANBG_2019,site_at_-37.8_degS_and_144.95_degE,longitude (deg),144.95
ANBG_2019,site_at_-37.8_degS_and_144.95_degE,collector,"Cayzer, L.W."
ANBG_2019,site_at_-37.8_degS_and_144.95_degE,locality,"CULTIVATED  Melbourne Botanic Gardens, near herb garden. Horticultural provenance unknown."
ANBG_2019,site_at_-37.8_degS_and_145.2167_degE,latitude (deg),-37.8
ANBG_2019,site_at_-37.8_degS_and_145.2167_degE,longitude (deg),145.2167
ANBG_2019,site_at_-37.8_degS_and_145.2167_degE,collector,ANBG
ANBG_2019,site_at_-37.8_degS_and_145.2167_degE,locality,CULTIVATED Kuranga Native Nursery.
ANBG_2019,site_at_-37.8167_degS_and_144.9667_degE,latitude (deg),-37.8167
ANBG_2019,site_at_-37.8167_degS_and_144.9667_degE,longitude (deg),144.9667
ANBG_2019,site_at_-37.8167_degS_and_144.9667_degE,collector,"Cayzer, L.W."
ANBG_2019,site_at_-37.8167_degS_and_144.9667_degE,locality,CULTIVATED Melbourne Botanic Gardens.
ANBG_2019,site_at_-37.8333_degS_and_147.6167_degE,latitude (deg),-37.8333
ANBG_2019,site_at_-37.8333_degS_and_147.6167_degE,longitude (deg),147.6167
ANBG_2019,site_at_-37.8333_degS_and_147.6167_degE,collector,"Cayzer, L.W."
ANBG_2019,site_at_-37.8333_degS_and_147.6167_degE,locality,"CULTIVATED Bairnsdale, Mitchell Motor Inn."
ANBG_2019,site_at_-37.8667_degS_and_145_degE,latitude (deg),-37.8667
ANBG_2019,site_at_-37.8667_degS_and_145_degE,longitude (deg),145
ANBG_2019,site_at_-37.8667_degS_and_145_degE,collector,"Cayzer, L.W."
ANBG_2019,site_at_-37.8667_degS_and_145_degE,locality,"CULTIVATED Melbourne Zoo, Asian Bear display."
ANBG_2019,site_at_-37.8667_degS_and_148.0667_degE,latitude (deg),-37.8667
ANBG_2019,site_at_-37.8667_degS_and_148.0667_degE,longitude (deg),148.0667
ANBG_2019,site_at_-37.8667_degS_and_148.0667_degE,collector,"Donaldson, S."
ANBG_2019,site_at_-37.8667_degS_and_148.0667_degE,locality,Lake Bunga
ANBG_2019,site_at_-37.8833_degS_and_147.3_degE,latitude (deg),-37.8833
ANBG_2019,site_at_-37.8833_degS_and_147.3_degE,longitude (deg),147.3
ANBG_2019,site_at_-37.8833_degS_and_147.3_degE,collector,"Davies, F.E."
ANBG_2019,site_at_-37.8833_degS_and_147.3_degE,locality,"Railway line c. 1 km NNE of Perry River, c. 2 km ESE of Fernbank."
ANBG_2019,site_at_-38.1833_degS_and_145.0833_degE,latitude (deg),-38.1833
ANBG_2019,site_at_-38.1833_degS_and_145.0833_degE,longitude (deg),145.0833
ANBG_2019,site_at_-38.1833_degS_and_145.0833_degE,collector,"Cayzer, L.W."
ANBG_2019,site_at_-38.1833_degS_and_145.0833_degE,locality,"Frankston, junction of Rossmith Road and Nepean Highway."
ANBG_2019,site_at_-38.4164_degS_and_144.0561_degE,latitude (deg),-38.4164
ANBG_2019,site_at_-38.4164_degS_and_144.0561_degE,longitude (deg),144.0561
ANBG_2019,site_at_-38.4164_degS_and_144.0561_degE,collector,"Nightingale, J."
ANBG_2019,site_at_-38.4164_degS_and_144.0561_degE,locality,"50 m from NE side of Bambra Rd, 0.4 km past Loves Track turnoff towards Bambra. Angahook Lorne State Park."
ANBG_2019,site_at_-38.4333_degS_and_146.5667_degE,latitude (deg),-38.4333
ANBG_2019,site_at_-38.4333_degS_and_146.5667_degE,longitude (deg),146.5667
ANBG_2019,site_at_-38.4333_degS_and_146.5667_degE,collector,"Cayzer, L.W."
ANBG_2019,site_at_-38.4333_degS_and_146.5667_degE,locality,2 km past Balook on Ridge Road.
ANBG_2019,site_at_-38.7692_degS_and_143.4178_degE,latitude (deg),-38.7692
ANBG_2019,site_at_-38.7692_degS_and_143.4178_degE,longitude (deg),143.4178
ANBG_2019,site_at_-38.7692_degS_and_143.4178_degE,collector,"Cosgrove, C."
ANBG_2019,site_at_-38.7692_degS_and_143.4178_degE,locality,"200 m on dirt track through maintenance access gate. Gate located 0.4 km off highway opposite Glenaire Cottages entrance off Great Ocean Rd, 3.5 km from Red Johnna Rd heading to Apollo Bay."
ANBG_2019,site_at_-38.8403_degS_and_143.5464_degE,latitude (deg),-38.8403
ANBG_2019,site_at_-38.8403_degS_and_143.5464_degE,longitude (deg),143.5464
ANBG_2019,site_at_-38.8403_degS_and_143.5464_degE,collector,"Cosgrove, C."
ANBG_2019,site_at_-38.8403_degS_and_143.5464_degE,locality,"1.5 km off Cape Otway Rd, on Blanket Bay Rd."
ANBG_2019,site_at_-41.4764_degS_and_146.2528_degE,latitude (deg),-41.4764
ANBG_2019,site_at_-41.4764_degS_and_146.2528_degE,longitude (deg),146.2528
ANBG_2019,site_at_-41.4764_degS_and_146.2528_degE,collector,"Barnes, R."
ANBG_2019,site_at_-41.4764_degS_and_146.2528_degE,locality,"3 km E of Gowrie Park towards Mt Roland, 1 km along Vandyke Track at end of road."
ANBG_2019,site_at_-41.8167_degS_and_146.0833_degE,latitude (deg),-41.8167
ANBG_2019,site_at_-41.8167_degS_and_146.0833_degE,longitude (deg),146.0833
ANBG_2019,site_at_-41.8167_degS_and_146.0833_degE,collector,"Burns, R."
ANBG_2019,site_at_-41.8167_degS_and_146.0833_degE,locality,"Cradle Mountain - Lake St. Clair National Park, Arm River Track, just E of Lake Ayr."
ANBG_2019,site_at_-41.8333_degS_and_145.5333_degE,latitude (deg),-41.8333
ANBG_2019,site_at_-41.8333_degS_and_145.5333_degE,longitude (deg),145.5333
ANBG_2019,site_at_-41.8333_degS_and_145.5333_degE,collector,"Barnes, R."
ANBG_2019,site_at_-41.8333_degS_and_145.5333_degE,locality,Mount Read.
ANBG_2019,site_at_-41.9667_degS_and_146.2833_degE,latitude (deg),-41.9667
ANBG_2019,site_at_-41.9667_degS_and_146.2833_degE,longitude (deg),146.2833
ANBG_2019,site_at_-41.9667_degS_and_146.2833_degE,collector,"Burns, R."
ANBG_2019,site_at_-41.9667_degS_and_146.2833_degE,locality,"Wild Dog Creek, near crossing by Walls of Jerusalem Track."
