Taxon,EPBC Act listed,NSW listed,WA listed,VIC listed,SA listed,QLD listed,TAS listed,ACT listed,Endemic NSW,Endemic SA,Endemic WA,Endemic VIC,Endemic QLD,Endemic TAS,Endemic ACT,All other taxa,Proportion of range map burnt,Proportion of SNES range map burnt (EPBC Act species only) ,Proportion of point locations burnt,high fire frequency ranking,cumulative fire risk ranking
Boronia duiganiae,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.011975983,NA,0,LOW,DD
Boronia edwardsii,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.516771142,NA,0.714285714,MEDIUM,DD
Boronia elisabethiae,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.001238311,NA,0,NONE,DD
Boronia eriantha,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.008424342,NA,0,LOW,DD
Boronia ericifolia,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.49E-04,NA,0,LOW,DD
Boronia excelsa,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,NONE,NONE
Boronia exilis,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NONE,NONE
Boronia fabianoides,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.163694114,NA,0,LOW,DD
Boronia fabianoides subsp. fabianoides,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.122796275,NA,0,LOW,DD
Boronia fabianoides subsp. rosea,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.109933376,NA,0.064516129,LOW,DD
Boronia falcifolia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.109744228,NA,0.124444444,LOW,DD
Boronia fastigiata,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.017148168,NA,0.076271186,LOW,DD
Boronia filicifolia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Boronia filifolia,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.046066077,NA,0.230769231,MEDIUM,DD
Boronia floribunda,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.433272276,NA,0.511111111,HIGH,DD
Boronia foetida,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,NONE,NONE
Boronia forsteri,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.059494319,NA,0.161764706,MEDIUM,DD
Boronia fraseri,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.455024405,NA,0.043478261,MEDIUM,HIGH
Boronia galbraithiae,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NONE,NONE
Boronia glabra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.010958959,NA,0.02866242,LOW,DD
Boronia gracilipes,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.012477025,NA,0,LOW,HIGH
Boronia grandisepala,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Boronia grandisepala subsp. acanthophida,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Boronia grandisepala subsp. grandisepala,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Boronia granitica,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.130696759,0.485341985,0.32631579,HIGH,HIGH
Boronia grimshawii,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,NA,0,NONE,NONE
Boronia gunnii,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.033384858,0.035969932,0.090909091,NONE,NONE
Boronia hapalophylla,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.401428573,NA,0.171428571,HIGH,DD
Boronia hemichiton,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,NONE,NONE
Boronia heterophylla,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.013046477,NA,0.035714286,LOW,DD
Boronia hippopala,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.055018733,0.123187063,0.12,NONE,NONE
Boronia hoipolloi,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,NONE,NONE
Boronia humifusa,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.005332826,NA,0,LOW,DD
Boronia imlayensis,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.969375014,NA,1,LOW,NONE
Boronia inconspicua,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.098981753,NA,0.019607843,LOW,MEDIUM
Boronia inflexa subsp. grandiflora,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.004375,NA,0,NONE,DD
Boronia inflexa subsp. inflexa,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.451792764,NA,0.2,MEDIUM,DD
Boronia inflexa subsp. montiazura,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.203749999,NA,0,NONE,NONE
Boronia inflexa subsp. torringtonensis,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.902968749,NA,1,HIGH,DD
Boronia inornata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.072354458,NA,0.079365079,LOW,DD
Boronia inornata subsp. inornata,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.090766526,NA,0.110169492,LOW,DD
Boronia inornata subsp. leptophylla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.060480936,NA,0.046620047,LOW,LOW
Boronia interrex,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Boronia jensziae,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,NONE,NONE
Boronia jucunda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Boronia juncea,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.009379559,NA,0,LOW,DD
Boronia juncea subsp. juncea,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.009891809,NA,0,LOW,DD
Boronia juncea subsp. laniflora,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.014456848,NA,0,LOW,DD
Boronia juncea subsp. micrantha,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.002229689,NA,0,LOW,DD
Boronia juncea subsp. minima,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Boronia kalumburuensis,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Boronia keysii,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.239826833,0.130704429,0.025641026,LOW,DD
Boronia lanceolata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Boronia lanuginosa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Boronia latipinna,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3.12E-04,NA,0,LOW,DD
Boronia laxa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Boronia ledifolia,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.217512018,NA,0.456090652,MEDIUM,DD
Boronia marcoana,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Boronia megastigma,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.021380784,NA,0,LOW,DD
Boronia microphylla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.186178874,NA,0.580246914,MEDIUM,DD
Boronia minutipinna,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Boronia mollis,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.27901632,NA,0.073170732,LOW,MEDIUM
Boronia molloyae,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.015582027,NA,0.02,LOW,DD
Boronia montimulliganensis,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,NONE,NONE
Boronia muelleri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.345099055,NA,0.505617978,MEDIUM,DD
Boronia nana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.179932058,NA,0,LOW,DD
Boronia nana var. hyssopifolia,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.145005863,NA,0.322580645,LOW,MEDIUM
Boronia nana var. nana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.030272129,NA,0.018518519,LOW,DD
Boronia nana var. pubescens,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.019661947,NA,0.018867925,LOW,DD
Boronia nematophylla,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.01532923,NA,0,LOW,DD
Boronia obovata,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.012507037,NA,0,LOW,DD
Boronia occidentalis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.004942758,NA,0.022580645,LOW,DD
Boronia octandra,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.074406915,NA,0.045454546,LOW,DD
Boronia odorata,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.006456687,NA,0,LOW,DD
Boronia ovata,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.025406419,NA,0,LOW,DD
Boronia oxyantha,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Boronia oxyantha var. brevicalyx,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.027755959,NA,0,LOW,DD
Boronia oxyantha var. oxyantha,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Boronia palasepala,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.008653151,NA,0,LOW,DD
Boronia parviflora,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.129362921,NA,0.097402597,LOW,DD
Boronia pauciflora,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Boronia penicillata,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.015642132,NA,0,LOW,DD
Boronia pilosa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.07677691,NA,0,LOW,DD
Boronia pilosa subsp. parvidaemonis,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.024759615,NA,0,LOW,DD
Boronia pilosa subsp. pilosa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.083815413,NA,0.007017544,LOW,DD
Boronia pilosa subsp. tasmanensis,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,0,NONE,NONE
Boronia pilosa subsp. torquata,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.004882833,NA,0,LOW,DD
Boronia pinnata,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.310857072,NA,0.205128205,LOW,DD
Boronia polygalifolia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.183963516,NA,0.175,LOW,DD
Boronia prolixa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Boronia pulchella,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.112300112,NA,0.567567568,LOW,DD
Boronia purdieana,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.002036286,NA,0,LOW,DD
Boronia purdieana subsp. calcicola,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Boronia purdieana subsp. purdieana,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.019991898,NA,0,LOW,DD
Boronia quadrilata,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NONE,NONE
Boronia quinkanensis,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,NONE,NONE
Boronia ramosa,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.004852763,NA,0,LOW,LOW
Boronia ramosa subsp. anethifolia,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.008669707,NA,0.033175356,LOW,DD
Boronia ramosa subsp. lesueurana,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Boronia ramosa subsp. ramosa,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.006970867,NA,0.03030303,LOW,DD
Boronia repanda,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.025703125,0.15951,0.021276596,NONE,NONE
Boronia revoluta,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.559374988,0.177616686,0.333333333,MEDIUM,DD
Boronia rhomboidea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.240433614,NA,0.301587302,LOW,DD
Boronia rigens,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.537627306,NA,0.602739726,HIGH,HIGH
Boronia rivularis,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.082635676,NA,0.103448276,LOW,DD
Boronia rosmarinifolia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.046950227,NA,0.085858586,LOW,DD
Boronia rozefeldsii,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,0,NONE,NONE
Boronia rubiginosa,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.509278852,NA,0.369230769,MEDIUM,DD
Boronia rupicola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Boronia ruppii,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.107922299,NA,0.055555556,LOW,LOW
Boronia safrolifera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.100173829,NA,0.169014085,LOW,DD
Boronia scabra,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.043241339,NA,0,LOW,LOW
Boronia scabra subsp. attenuata,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.042420738,NA,0,LOW,DD
Boronia scabra subsp. condensata,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Boronia scabra subsp. scabra,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.024776404,NA,0.0078125,LOW,DD
Boronia serrulata,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.048702052,NA,0,LOW,LOW
Boronia spathulata,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.019371124,NA,0.032345014,LOW,DD
Boronia splendida,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.006569982,NA,0,LOW,DD
Boronia squamipetala,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,NONE,NONE
Boronia stricta,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.016496653,NA,0.00990099,LOW,DD
Boronia suberosa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Boronia subsessilis,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.03958797,NA,0.03125,LOW,DD
Boronia subulifolia,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.800086207,NA,0.976190476,MEDIUM,DD
Boronia tenuior,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.018023136,NA,0,LOW,DD
Boronia tenuis,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.021125791,NA,0.045454546,LOW,DD
Boronia ternata,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.044069125,NA,0.037037037,LOW,DD
Boronia ternata var. austrofoliosa,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Boronia ternata var. elongata,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.006964286,NA,0,NONE,DD
Boronia ternata var. foliosa,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.005922217,NA,0,LOW,DD
Boronia ternata var. glabrifolia,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Boronia ternata var. promiscua,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.033304925,NA,0,LOW,DD
Boronia ternata var. ternata,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.041513747,NA,0.053846154,LOW,DD
Boronia tetragona,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Boronia tetrandra,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.033675356,NA,0.045454546,LOW,DD
Boronia thedae,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Boronia thujona,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.432268405,NA,0.358974359,LOW,HIGH
Boronia tolerans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Boronia umbellata,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.141075243,0.264401851,0.096774194,LOW,LOW
Boronia verecunda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Boronia virgata,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.01987621,NA,0.052631579,LOW,DD
Boronia viridiflora,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NONE,NONE
Boronia warangensis,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,NONE,NONE
Boronia warrumbunglensis,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.011269531,NA,0.105263158,LOW,DD
Boronia westringioides,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.195729167,NA,0.333333333,LOW,DD
Boronia wilsonii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Boronia xanthastrum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Boronia yarrowmerensis,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,NONE,NONE
Boronia zeteticorum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Borya constricta,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.031489443,NA,0.050724638,LOW,DD
Borya inopinata,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,NA,0,NONE,NONE
Borya jabirabela,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Borya laciniata,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.011209737,NA,0.02739726,LOW,DD
Borya longiscapa,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.316249985,NA,0.25,LOW,DD
Borya mirabilis,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NONE,NONE
Borya nitida,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.028350371,NA,0.020833333,LOW,LOW
Borya scirpoidea,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.015879866,NA,0.013888889,LOW,DD
Borya septentrionalis,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.002811854,NA,0,LOW,DD
Borya sp. Wheatbelt (A.S.George 16470),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.008125,NA,0,NONE,DD
Borya sphaerocephala,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.004656768,NA,0.010928962,LOW,DD
Borya subulata,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Bosistoa floydii,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.515077356,NA,0.181818182,MEDIUM,DD
Bosistoa medicinalis,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.005733199,NA,0.010869565,LOW,DD
Bosistoa pentacocca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.025836081,NA,0,LOW,DD
Bosistoa pentacocca subsp. connaricarpa,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.01045184,NA,0,LOW,DD
Bosistoa pentacocca subsp. pentacocca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.179022423,NA,0.04,LOW,DD
Bosistoa transversa,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111764917,0.023235205,0.0234375,LOW,DD
Bossiaea alpina,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.146544117,NA,0,LOW,DD
Bossiaea aquifolium,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.01969119,NA,0,LOW,MEDIUM
Bossiaea aquifolium subsp. aquifolium,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.015741817,NA,0.046979866,LOW,DD
Bossiaea aquifolium subsp. laidlawiana,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.013036378,NA,0.015503876,LOW,DD
Bossiaea arcuata,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,NA,1,LOW,NONE
Bossiaea arenicola,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,NONE,NONE
Bossiaea arenitensis,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Bossiaea armitii,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.40E-04,NA,0,LOW,DD
Bossiaea atrata,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.037438042,NA,0.125,LOW,DD
Bossiaea aurantiaca,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.130859375,NA,0.5,LOW,DD
Bossiaea barbarae,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.090897736,NA,0,LOW,DD
Bossiaea barrettiorum,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Bossiaea bombayensis,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.017144397,NA,0.777777778,LOW,DD
Bossiaea bossiaeoides,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Bossiaea bracteosa,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.290533333,NA,0.066666667,LOW,DD
Bossiaea brownii,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.03299462,NA,0.086956522,LOW,DD
Bossiaea buxifolia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.165419618,NA,0.311111111,LOW,DD
Bossiaea calcicola,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Bossiaea carinalis,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.005833981,NA,0.036363636,LOW,DD
Bossiaea celata,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.01709375,NA,0.166666667,LOW,DD
Bossiaea cinerea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.132286513,NA,0.016393443,LOW,DD
Bossiaea concinna,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.03414742,NA,0,LOW,DD
Bossiaea concolor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.043989905,NA,0.024539877,LOW,DD
Bossiaea cordigera,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.01402548,NA,0,LOW,DD
Bossiaea cucullata,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.077138586,NA,0.175,LOW,DD
Bossiaea dasycarpa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.144329532,NA,0.117647059,LOW,DD
Bossiaea decumbens,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.18530862,NA,0.033333333,LOW,DD
Bossiaea dentata,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.032829788,NA,0.037735849,LOW,DD
Bossiaea disticha,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Bossiaea distichoclada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.403967198,NA,0.333333333,MEDIUM,DD
Bossiaea divaricata,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.010657528,NA,0,LOW,DD
Bossiaea ensata,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.364309649,NA,0.237209302,MEDIUM,DD
Bossiaea eremaea,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Bossiaea eriocarpa,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.006480216,NA,0.026262626,LOW,DD
Bossiaea flexuosa,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.13845519,NA,0.227272727,LOW,DD
Bossiaea foliosa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.215480084,NA,0.195402299,LOW,DD
Bossiaea fragrans,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,NONE
Bossiaea grayi,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.00859375,NA,0,NONE,DD
Bossiaea halophila,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.008066925,NA,0,LOW,DD
Bossiaea heterophylla,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.26469793,NA,0.232081911,LOW,DD
Bossiaea inundata,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Bossiaea kiamensis,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.485282812,NA,0.539325843,LOW,DD
Bossiaea laxa,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.446875006,NA,0.5,LOW,DD
Bossiaea lenticularis,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.511915694,NA,0.438596491,HIGH,DD
Bossiaea leptacantha,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.103508964,NA,0.074468085,LOW,DD
Bossiaea linophylla,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.018829766,NA,0.018867925,LOW,MEDIUM
Bossiaea milesiae,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.418437498,NA,0.5,MEDIUM,DD
Bossiaea modesta,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.046546872,NA,0,LOW,DD
Bossiaea neoanglica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.334400063,NA,0.495049505,MEDIUM,DD
Bossiaea nummularia,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.106382867,NA,0,LOW,DD
Bossiaea obcordata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.213075638,NA,0.312,LOW,DD
Bossiaea obovata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.321558712,NA,0.325,MEDIUM,DD
Bossiaea oligosperma,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.369442306,0.247733075,0.425,LOW,DD
Bossiaea ornata,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.012485423,NA,0.01312336,LOW,DD
